institution,retraction_count,median_citations,primary_country
Sun Yat-senUniversity,1,11.0,China
Susangerd Branch Islamic Azad University Susangerd Iran Razi Vaccine and Serum Research Institute,1,2.0,Germany
Suny Upstate Medical University,1,0.0,India
Surgical Center of Thyroid Diabetes,1,9.0,China
Beijing Ditan Hospital Affiliated to Capital Medical University,1,4.0,China
Beijing Ditan Hospital Capital Medical University,1,7.0,China
School of Electrical Engineering and Informatics,1,16.0,China
Surgery Clinic,1,0.0,Serbia
Surgal Clinic,1,75.0,Czech Republic
School of Electrical Engineering and Information,1,6.0,China
Surgical Department C IBN SINA Hospital,1,7.0,Morocco
Suqian Hospital Affiliated to Xuzhou Medical University,1,6.0,China
School of Electrical and Electronic Engineering (Hubei University of Technology) Wuhan,1,4.0,China
Suqian First People’s Hospital,1,3.0,China
Survey & Design Institute Co. Ltd,1,0.0,China
Survey & Design Institute,1,0.0,China
Surugadai Nihon University Hospital,1,52.0,Japan
Surgut State University,1,0.0,Russia
Surgical Weight Loss Center,1,16.0,United States
Surgical Disinfection Supply Center,1,3.0,China
School of Electrical and Communication Engineering of Shahid Bahonar University,1,9.0,Iran
Sun Yet-Sen University,1,0.0,China
School of Energy and SafetyAnhui University of Science and Technology,1,4.0,China
School of Engineering & Technology Sharda University,1,9.0,India
School of Electronic Information and Artificial Intelligence,1,4.0,China
School of Electronic and Computer Engineering,1,0.0,China
Sunnybrook Hospital,1,11.0,Canada
School of Electronics,1,20.0,China
School of Electronics & Information Engineering,1,6.0,China
Sun Yat-sen University No.58,1,3.0,China
School of Electronics Engineering,1,22.0,India
Sungshin Women's University,1,1.0,India
School of Electronics and Information,1,1.0,China
Sungkyunkwan University School of Medicine and Samsung Medical Center,1,4.0,South Korea
Sungkyunkwan University School of Medicine (SKKU-SOM),1,50.0,Japan
Beijing General Municipal Engineering Design Research Institute Co.,1,2.0,China
SungKyunKwan University,1,3.0,South Korea
Sunway University Malaysia,1,19.0,China
Sunway Medical Centre,1,5.0,Malaysia
Sunnaas rehabilitation Hospital,1,0.0,Norway
Sun Yat-sen University No. 26,1,3.0,China
School of Engineering Technology of Hubei University of Technology,1,3.0,China
Sun Yat-sen University Community Health Service Management Center,1,62.0,China
School of English Chongqing Institute of Foreign Studies Chongqing 401120,1,6.0,China
Sun Yat-sen University & Guangdong Provincial Key Laboratory of Stomatology,1,37.0,China
School of Entrepreneurship,1,4.0,China
Sung Kyung Kwan University (SKK University),1,82.0,South Korea
School of Electronics and IoT Engineering,1,3.0,China
School of Energy Science and Engineering,1,0.0,China
School of Emergency Management,1,3.0,China
School of Emergency Technical,1,2.0,China
Sunder Deep Engineering College,1,45.0,Ethiopia
SunYat-sen University,1,0.0,China
SunYat-Sen (Zhongshan) University,1,0.0,China
Sun-Yat Sen University,1,73.0,Canada
Sun Yet-sen University,1,15.0,China
School of Energy & Power Engineering,1,1.0,China
School of Energy & Power Engineering North China Electrical Power University,1,3.0,China
Sunderland Royal Hospital,1,383.0,China
Stony Brook University - State University of New York,1,27.0,China
School of Intelligent Manufacturing and Automobile,1,2.0,China
School of Intelligent Manufacturing and Information,1,3.0,China
School of International Business & Management,1,0.0,China
School of Information Technology and Engineering,1,0.0,China
Stratton VA Medical Center,1,131.0,Taiwan
Stratton Department of Veterans Affairs Medical Center,1,86.0,United States
School of Information and Artificial Intelligence,1,2.0,China
School of Environment Jiangsu University UJS,1,0.0,China
School of Information and Communication Technology,1,4.0,China
Strategy Research Institute,1,0.0,China
Strategic Support Forces Medical Center,1,7.0,China
School of Information and Intelligent Engineering,1,8.0,Bangladesh
Strategic Development Research Institute,1,15.0,China
School of Information and Technology,1,7.0,China
State University of Londrina-UEL,1,0.0,Brazil
State University of Londrina,1,0.0,Brazil
School of Information and Communication Engineering,1,1.0,China
School of Foreign Languages of Southwest Petroleum University,1,0.0,China
Stomatological Hospital of Hebei Medical University,1,1.0,China
Stomatological Hospital of Chongqing Medical University,1,10.0,China
Stomatological Hospital and Dental School of Tongji University,1,11.0,China
School of Foreign Studies Henan Polytechnic University,1,0.0,China
Stomatological Hospital Southern Medical University 366 South Jiangnan Ave Haizhu district 510280 Guangzhou,1,7.0,China
Stomatological Hospital Affiliated to Zhejiang University School of Medicine,1,5.0,China
School of Fundamental Science,1,0.0,Malaysia
School of Intelligent Manufacturing Dongguan City College Dongguan 523419 Guangdong,1,6.0,China
School of Institute of Computer Science and Engineering of Henan University and Urban Construction,1,2.0,China
School of Instrumentation Science and Optoelectronics Engineering Beihang University,1,1.0,China
Stollery Children’s Hospital,1,2.0,Canada
Strasbourg University,1,11.0,France
School of Intellectual Property,1,5.0,China
Straits Institute of Minjiang University,1,0.0,China
Stowers Institute for Medical Research,1,80.0,United States
Stony Brook University School of Medicine,1,12.0,United States
School of Intelligent Engineering Technology,1,1.0,China
School of Gannan Normal University,1,6.0,China
School of Information Management Wuhan University,1,0.0,China
State University of Montes Claros,1,47.0,Brazil
School of Languages Literacies and Translation Universiti Sains Malaysia Penang 11800,1,3.0,China
School of Lanzhou University of Technology,1,0.0,China
State University of São Paulo – UNESP,1,6.0,Brazil
State University of Santa Catarina,1,1.0,Brazil
State University of New York–Upstate Medical University,1,18.0,United States
School of Laser and Optics,1,57.0,Iran
State University of Heath Science,1,19.0,Brazil
School of Law Dongguan City College Dongguan 523419 Guangdong,1,6.0,China
Stem Cell Institute,1,59.0,Panama
Stellenbosch University Faculty of Medicine and Health Sciences,1,12.0,Algeria
Stefan cel Mare University Suceava Romania,1,30.0,Pakistan
Stavropol State Medical University,1,8.0,Egypt
StateUniversityofManagement,1,11.0,Russia
School of Law Hunan University,1,0.0,China
School of Law and Business,1,0.0,China
State University of New York at Buffalo,1,268.0,United States
State University of Goiás and University Salgado de Oliveira (UNIVERSO),1,0.0,Brazil
State University of Goiás,1,0.0,Brazil
State University of Feira de Santana,1,41.0,Brazil
State University of Education,1,1.0,Russia
State University of Ceará,1,33.0,Brazil
School of Innovation and Entrepreneurship/Electric,1,3.0,China
School of Information Management Wuhan University Hubei,1,1.0,China
School of Information Management Wuhan University Wu Han,1,0.0,China
School of Information Engineering of Suzhou University,1,4.0,China
School of Information Science and Engineering of Hebei North University,1,1.0,China
School of Information Science and Technology Heilongjiang University No.74,1,0.0,China
School of Information Technology (SIT),1,18.0,Ethiopia
School of Information Technology Deakin University,1,1.0,Australia
School of Informatics and Applied Mathematics University Malaysia Terengganu,1,7.0,Malaysia
School of Information,1,3.0,China
School of Information & Electronic Engineering,1,1.0,China
School of Information Engineering and Engineering Technology Research Center of Intelligent Microsystems of Anhui Province Huangshan University,1,3.0,Brunei (Brunei Darussalam)
State University of New York (SUNY) at Buffalo,1,3.0,Canada
School of Information Science and Engineering,1,2.0,China
Structures et Propriétés de Biomatériaux et d’Agents Thérapeutiques Université Paris 13,1,5.0,France
Structures et Propriétés de Biomatériaux et d'Agents Thérapeutiques Université Paris 13,1,9.0,China
School of Humanistic and Social Sciences,1,9.0,China
School of Humanities & Tourism Zhejiang Institute of Economics and Trade Hangzhou 310018,1,5.0,China
Structures and Properties of Biomaterials and Therapeutic Agents University Paris13,1,11.0,China
Structures and Properties of Biomaterials and Therapeutic Agents University Paris 13,1,6.0,France
Structures and Properties of Biomaterials And Therapeutic Agents University Paris 13,1,20.0,Belgium
Stroke Prevention and Atherosclerosis Research Centre (SPARC),1,45.0,Canada
Stomatological Hospital of Nankai University,1,54.0,China
Study Centre of the German Surgical Society,1,4.0,Germany
Study Center in Education,1,1.0,Portugal
Study Center for Social Security in Wuhan University,1,0.0,China
Students Affairs Department of Sichuan University of Arts and Science,1,3.0,China
School of Industrial Engineering and Management (ITM),1,6.0,Japan
Student of Ferdowsi University of Mashhad,1,12.0,Australia
Student at University of Technology,1,1.0,Iraq
Student Work Office of Inner Mongolia Normal University,1,4.0,China
Stuttgart University,1,0.0,China
Azad University of Mashhad,1,4.0,Iran
Azad University of Isfahan-Shahreza,1,19.0,Iran
Azad University Central Tehran Branch,1,55.0,Iran
School of Environment and Architecture USST,1,3.0,China
School of Environment and Architecture University of Shanghai for Science and Technology Shanghai,1,0.0,China
Ayub Medical College,1,1.0,Argentina
School of Environment and Resource Beijing Normal University,1,1.0,China
Sullamussalam Science College,1,0.0,India
Structures et Propriétés de Biomatériaux et d’Agents Thérapeutiques Université Sorbonne Paris Nord,1,5.0,France
Azerbaijan State Economy University (ASEU),1,1.0,Azerbaijan
Azerbaijan Medical University,1,4.0,Azerbaijan
School of Environmental & Architecture,1,6.0,China
Azerbaijan Cooperation University,1,1.0,Azerbaijan
School of Environmental Art Design,1,39.0,China
School of Environmental Arts,1,3.0,China
Azad University of Varamin Pishva Branch,1,9.0,Iran
School of History Culture and Tourism of Liaocheng University,1,5.0,China
School of Hotel and Tourism Management,1,7.0,China
Azerbaijan State University of Economics (UNEC),1,23.0,Azerbaijan
School of Geophysics & Inf. Technology,1,0.0,China
School of Government Peking University,1,0.0,China
Subei People's Hospital of Jiangsu Province,1,14.0,China
Sub-Nuclear and Radiaton Physics G. Marconi University,1,10.0,Italy
School of Harbin Medical University,1,7.0,China
Stollery Children's Hospital and University of Alberta,1,0.0,Canada
School of Harbin Normal University,1,7.0,China
Stoke Mandeville Hospital,1,160.0,United Kingdom
Suanprung Psychiatric Hospital,1,77.0,Thailand
School of Foreign Languages Zhengzhou Sias University,1,3.0,China
Stockholm Environmental Institute—United States Center,1,2.0,Saudi Arabia
Stockholm Environment Institute—United States Center,1,0.0,Saudi Arabia
Steno Diabetes Center Copenhagen,1,17.0,Denmark
School of Foreign Languages and Preschool Education,1,24.0,China
School of Foreign Languages and Tourism,1,5.0,China
Stenden Rangsit University,1,0.0,Thailand
Stem Cell Research Institute,1,104.0,Italy
Stomatological Hospital of Nanyang,1,38.0,China
School of Health,1,7.0,Iran
Suan Sunandha Royal University of Innovation and Management,1,1.0,Thailand
School of Healthcare Sciences,1,14.0,Malaysia
Suan Sunan Rajabhat University,1,9.0,China
School of HeiLongJiang Foreign Trade,1,0.0,China
School of Henan College of Transportation,1,4.0,China
School of Henan Police College,1,6.0,China
SuZhou University,1,2.0,China
SuZhou Municipal Hospital,1,2.0,China
Subharti Dental College,1,12.0,India
School of Highway Chang'an University Xi'an,1,2.0,China
Stuyvesant High School,1,13.0,China
Sudan University of Science and Technology (SUST),1,9.0,Saudi Arabia
School of Highway Engineering Changsha University of Science and Technology,1,0.0,China
School of HighwayChang`an UniversityXi`an,1,1.0,China
School of General Division Department,1,30.0,China
Sudan University of Medical Science,1,9.0,Sudan
Sudan University for Science and Technology,1,5.0,Saudi Arabia
Sudan Technological University,1,18.0,Egypt
Su Shanghai Maritime University,1,0.0,China
Second Affiliated Hospital of Bengbu Medical College,1,4.0,China
Southern Medical University (Dongguan People's Hospital),1,2.0,China
Second Affiliated Hospital of Chongqing Medical University,1,31.0,China
Second Affiliated Hospital of Dalian Medical University Dalian,1,2.0,China
Second Affiliated Hospital of Fourth Military Medical University,1,5.0,China
Second Affiliated Hospital of Guangxi University of Science and Technology,1,3.0,China
Seattle Science Foundation,1,2.0,Grenada
Southern Illinois University at Carbondale,1,15.0,United States
School of Pharmacy and Technology Management,1,17.0,India
Sebelas Maret University,1,1.0,Germany
Sechenov First Moscow State Medical University (Sechenov University),1,1.0,China
Southern Illinois University School of Medicine,1,125.0,Argentina
Second Affiliated Hospital & Yuying Children’ Hospital of Wenzhou Medical University,1,4.0,China
Southern Illinois University,1,0.0,United States
Second Affiliated Hospital and Yuying Children’s Hospital of Wenzhou Medical University,1,3.0,China
Second Affiliated Hospital of Air Force Military Medical University,1,2.0,China
Southern Hospital of Southern Medical University,1,4.0,China
